Λήμμα (Lemma),POS,Drill_Type,Front,Back
κύστη,Noun,Plural,κύστη (Plural),κύστεις
κύστη,Noun,Genitive Singular,κύστη (Genitive Singular),κύστης
κύτταρο,Noun,Plural,κύτταρο (Plural),κύτταρα
κύτταρο,Noun,Genitive Singular,κύτταρο (Genitive Singular),κύτταρου
κώδικας,Noun,Plural,κώδικας (Plural),κώδικες
κώδικας,Noun,Genitive Singular,κώδικας (Genitive Singular),κώδικα
κώλος,Noun,Plural,κώλος (Plural),κώλοι
κώλος,Noun,Genitive Singular,κώλος (Genitive Singular),κώλου
λάδι,Noun,Plural,λάδι (Plural),λάδια
λάδι,Noun,Genitive Singular,λάδι (Genitive Singular),λαδιού
λάθος,Noun,Plural,λάθος (Plural),λάθη
λάθος,Noun,Genitive Singular,λάθος (Genitive Singular),λάθους
λάμπα,Noun,Plural,λάμπα (Plural),λάμπες
λάμπα,Noun,Genitive Singular,λάμπα (Genitive Singular),λάμπας
λάμπω,Verb,Active Participle,λάμπω (Active Participle),έχοντας λάμψει
λάμψη,Noun,Plural,λάμψη (Plural),λάμψεις
λάμψη,Noun,Genitive Singular,λάμψη (Genitive Singular),λάμψης
λάσπη,Noun,Plural,λάσπη (Plural),λάσπες
λάσπη,Noun,Genitive Singular,λάσπη (Genitive Singular),λάσπης
λάστιχο,Noun,Plural,λάστιχο (Plural),λάστιχα
λάστιχο,Noun,Genitive Singular,λάστιχο (Genitive Singular),λάστιχου
λάτρης,Noun,Plural,λάτρης (Plural),λάτρεις
λάτρης,Noun,Genitive Singular,λάτρης (Genitive Singular),λάτρη
λάχανο,Noun,Plural,λάχανο (Plural),λάχανα
λάχανο,Noun,Genitive Singular,λάχανο (Genitive Singular),λάχανου
λέβητας,Noun,Plural,λέβητας (Plural),λέβητες
λέβητας,Noun,Genitive Singular,λέβητας (Genitive Singular),λέβητα
λέξη,Noun,Plural,λέξη (Plural),λέξεις
λέξη,Noun,Genitive Singular,λέξη (Genitive Singular),λέξης
λέσχη,Noun,Plural,λέσχη (Plural),λέσχες
λέσχη,Noun,Genitive Singular,λέσχη (Genitive Singular),λέσχης
λέω,Verb,Active Participle,λέω (Active Participle),έχοντας πει
λήγω,Verb,Passive Participle,λήγω (Passive Participle),‑ο
λήγω,Verb,Active Participle,λήγω (Active Participle),έχοντας λήξει
λήμμα,Noun,Plural,λήμμα (Plural),λήμματα
λήμμα,Noun,Genitive Singular,λήμμα (Genitive Singular),λήμματος
λήξη,Noun,Genitive Singular,λήξη (Genitive Singular),λήξης
λήψη,Noun,Plural,λήψη (Plural),λήψεις
λήψη,Noun,Genitive Singular,λήψη (Genitive Singular),λήψης
λίγος,Adjective,Feminine,λίγος (Feminine),λίγη
λίγος,Adjective,Neuter,λίγος (Neuter),λίγο
λίμνη,Noun,Plural,λίμνη (Plural),λίμνες
λίμνη,Noun,Genitive Singular,λίμνη (Genitive Singular),λίμνης
λίπος,Noun,Plural,λίπος (Plural),λίπη
λίπος,Noun,Genitive Singular,λίπος (Genitive Singular),λίπους
λίρα,Noun,Plural,λίρα (Plural),λίρες
λίρα,Noun,Genitive Singular,λίρα (Genitive Singular),λίρας
λίστα,Noun,Plural,λίστα (Plural),λίστες
λίστα,Noun,Genitive Singular,λίστα (Genitive Singular),λίστας
λίτρο,Noun,Plural,λίτρο (Plural),λίτρα
λίτρο,Noun,Genitive Singular,λίτρο (Genitive Singular),λίτρου
λαβή,Noun,Plural,λαβή (Plural),λαβές
λαβή,Noun,Genitive Singular,λαβή (Genitive Singular),λαβής
λαγός,Noun,Plural,λαγός (Plural),λαγοί
λαγός,Noun,Genitive Singular,λαγός (Genitive Singular),λαγού
λαιμός,Noun,Plural,λαιμός (Plural),λαιμοί
λαιμός,Noun,Genitive Singular,λαιμός (Genitive Singular),λαιμού
λακκούβα,Noun,Plural,λακκούβα (Plural),λακκούβες
λακκούβα,Noun,Genitive Singular,λακκούβα (Genitive Singular),λακκούβας
λαμβάνω,Verb,Passive Participle,λαμβάνω (Passive Participle),ειλημμένος
λαμβάνω,Verb,Active Participle,λαμβάνω (Active Participle),έχοντας λάβει
λαμπρός,Adjective,Feminine,λαμπρός (Feminine),λαμπρή
λαμπρός,Adjective,Neuter,λαμπρός (Neuter),λαμπρό
λανθάνω,Verb,Passive Participle,λανθάνω (Passive Participle),λανθασμένος
λατρεία,Noun,Plural,λατρεία (Plural),λατρείες
λατρεία,Noun,Genitive Singular,λατρεία (Genitive Singular),λατρείας
λατρεύω,Verb,Active Participle,λατρεύω (Active Participle),έχοντας λατρέψει
λαχανικό,Noun,Plural,λαχανικό (Plural),λαχανικά
λαχανικό,Noun,Genitive Singular,λαχανικό (Genitive Singular),λαχανικού
λαχτάρα,Noun,Plural,λαχτάρα (Plural),λαχτάρες
λαχτάρα,Noun,Genitive Singular,λαχτάρα (Genitive Singular),λαχτάρας
λαϊκός,Adjective,Feminine,λαϊκός (Feminine),λαϊκή
λαϊκός,Adjective,Neuter,λαϊκός (Neuter),λαϊκό
λαϊκός,Noun,Plural,λαϊκός (Plural),λαϊκοί
λαϊκός,Noun,Genitive Singular,λαϊκός (Genitive Singular),λαϊκού
λαός,Noun,Plural,λαός (Plural),λαοί
λαός,Noun,Genitive Singular,λαός (Genitive Singular),λαού
λείος,Adjective,Feminine,λείος (Feminine),λεία
λείος,Adjective,Neuter,λείος (Neuter),λείο
λείπω,Verb,Active Participle,λείπω (Active Participle),έχοντας λείψει
λειτουργία,Noun,Plural,λειτουργία (Plural),λειτουργίες
λειτουργία,Noun,Genitive Singular,λειτουργία (Genitive Singular),λειτουργίας
λειτουργικός,Adjective,Feminine,λειτουργικός (Feminine),λειτουργική
λειτουργικός,Adjective,Neuter,λειτουργικός (Neuter),λειτουργικό
λειτουργός,Noun,Plural,λειτουργός (Plural),λειτουργοί
λειτουργός,Noun,Genitive Singular,λειτουργός (Genitive Singular),λειτουργού
λειτουργώ,Verb,Passive Participle,λειτουργώ (Passive Participle),λειτουργημένος
λεκάνη,Noun,Plural,λεκάνη (Plural),λεκάνες
λεκάνη,Noun,Genitive Singular,λεκάνη (Genitive Singular),λεκάνης
λεκές,Noun,Plural,λεκές (Plural),λεκέδες
λεκές,Noun,Genitive Singular,λεκές (Genitive Singular),λεκέ
λεκιάζω,Verb,Passive Participle,λεκιάζω (Passive Participle),λεκιασμένος
λεκιάζω,Verb,Active Participle,λεκιάζω (Active Participle),έχοντας λεκιάσει
λεκτικός,Adjective,Feminine,λεκτικός (Feminine),λεκτική
λεκτικός,Adjective,Neuter,λεκτικός (Neuter),λεκτικό
λεμονάδα,Noun,Plural,λεμονάδα (Plural),λεμονάδες
λεμονάδα,Noun,Genitive Singular,λεμονάδα (Genitive Singular),λεμονάδας
λεμονιά,Noun,Plural,λεμονιά (Plural),λεμονιές
λεμονιά,Noun,Genitive Singular,λεμονιά (Genitive Singular),λεμονιάς
λεμόνι,Noun,Plural,λεμόνι (Plural),λεμόνια
λεμόνι,Noun,Genitive Singular,λεμόνι (Genitive Singular),λεμονιού
λεξικό,Noun,Plural,λεξικό (Plural),λεξικά
λεξικό,Noun,Genitive Singular,λεξικό (Genitive Singular),λεξικού
λεξιλόγιο,Noun,Plural,λεξιλόγιο (Plural),λεξιλόγια
λεξιλόγιο,Noun,Genitive Singular,λεξιλόγιο (Genitive Singular),λεξιλόγιου
λεπτομέρεια,Noun,Plural,λεπτομέρεια (Plural),λεπτομέρειες
λεπτομέρεια,Noun,Genitive Singular,λεπτομέρεια (Genitive Singular),λεπτομέρειας
λεπτό,Noun,Plural,λεπτό (Plural),λεπτά
λεπτό,Noun,Genitive Singular,λεπτό (Genitive Singular),λεπτού
λεπτός,Adjective,Feminine,λεπτός (Feminine),λεπτή
λεπτός,Adjective,Neuter,λεπτός (Neuter),λεπτό
λευκορωσικός,Adjective,Feminine,λευκορωσικός (Feminine),λευκορωσική
λευκορωσικός,Adjective,Neuter,λευκορωσικός (Neuter),λευκορωσικό
λευκός,Adjective,Feminine,λευκός (Feminine),λευκή
λευκός,Adjective,Neuter,λευκός (Neuter),λευκό
λευκός,Noun,Plural,λευκός (Plural),λευκοί
λευκός,Noun,Genitive Singular,λευκός (Genitive Singular),λευκού
λεφτά,Noun,Plural,λεφτά (Plural),λεφτά
λεωφορείο,Noun,Plural,λεωφορείο (Plural),λεωφορεία
λεωφορείο,Noun,Genitive Singular,λεωφορείο (Genitive Singular),λεωφορείου
λεωφόρος,Noun,Plural,λεωφόρος (Plural),λεωφόροι
λεωφόρος,Noun,Genitive Singular,λεωφόρος (Genitive Singular),λεωφόρου
ληστής,Noun,Plural,ληστής (Plural),ληστές
ληστής,Noun,Genitive Singular,ληστής (Genitive Singular),ληστού
ληστεία,Noun,Plural,ληστεία (Plural),ληστείες
ληστεία,Noun,Genitive Singular,ληστεία (Genitive Singular),ληστείας
ληστεύω,Verb,Active Participle,ληστεύω (Active Participle),έχοντας ληστέψει
λιακάδα,Noun,Plural,λιακάδα (Plural),λιακάδες
λιακάδα,Noun,Genitive Singular,λιακάδα (Genitive Singular),λιακάδας
λιανικός,Adjective,Feminine,λιανικός (Feminine),λιανική
λιανικός,Adjective,Neuter,λιανικός (Neuter),λιανικό
λιβάδι,Noun,Plural,λιβάδι (Plural),λιβάδια
λιβάδι,Noun,Genitive Singular,λιβάδι (Genitive Singular),λιβαδιού
λιμάνι,Noun,Plural,λιμάνι (Plural),λιμάνια
λιμάνι,Noun,Genitive Singular,λιμάνι (Genitive Singular),λιμανιού
λιμένας,Noun,Plural,λιμένας (Plural),λιμένες
λιμένας,Noun,Genitive Singular,λιμένας (Genitive Singular),λιμένα
λιμνούλα,Noun,Plural,λιμνούλα (Plural),λιμνούλες
λιμνούλα,Noun,Genitive Singular,λιμνούλα (Genitive Singular),λιμνούλας
λιοντάρι,Noun,Plural,λιοντάρι (Plural),λιοντάρια
λιοντάρι,Noun,Genitive Singular,λιοντάρι (Genitive Singular),λιονταριού
λιπαρός,Adjective,Feminine,λιπαρός (Feminine),λιπαρή
λιπαρός,Adjective,Neuter,λιπαρός (Neuter),λιπαρό
λιτότητα,Noun,Genitive Singular,λιτότητα (Genitive Singular),λιτότητας
λιώνω,Verb,Passive Participle,λιώνω (Passive Participle),λιωμένος
λιώνω,Verb,Active Participle,λιώνω (Active Participle),έχοντας λιώσει
λοίμωξη,Noun,Plural,λοίμωξη (Plural),λοιμώξεις
λοίμωξη,Noun,Genitive Singular,λοίμωξη (Genitive Singular),λοίμωξης
λογαριάζω,Verb,Passive Participle,λογαριάζω (Passive Participle),λογαριασμένος
λογαριάζω,Verb,Active Participle,λογαριάζω (Active Participle),έχοντας λογαριάσει
λογαριασμός,Noun,Plural,λογαριασμός (Plural),λογαριασμοί
λογαριασμός,Noun,Genitive Singular,λογαριασμός (Genitive Singular),λογαριασμού
λογική,Noun,Genitive Singular,λογική (Genitive Singular),λογικής
λογικό,Noun,Genitive Singular,λογικό (Genitive Singular),λογικού
λογισμικό,Noun,Plural,λογισμικό (Plural),λογισμικά
λογισμικό,Noun,Genitive Singular,λογισμικό (Genitive Singular),λογισμικού
λογιστής,Noun,Plural,λογιστής (Plural),λογιστές
λογιστής,Noun,Genitive Singular,λογιστής (Genitive Singular),λογιστή
λογιστικός,Adjective,Feminine,λογιστικός (Feminine),λογιστική
λογιστικός,Adjective,Neuter,λογιστικός (Neuter),λογιστικό
λογοκρίνω,Verb,Active Participle,λογοκρίνω (Active Participle),έχοντας λογοκρίνει
λογοκρισία,Noun,Plural,λογοκρισία (Plural),λογοκρισίες
λογοκρισία,Noun,Genitive Singular,λογοκρισία (Genitive Singular),λογοκρισίας
λογοτεχνία,Noun,Plural,λογοτεχνία (Plural),λογοτεχνίες
λογοτεχνία,Noun,Genitive Singular,λογοτεχνία (Genitive Singular),λογοτεχνίας
λογοτεχνικός,Adjective,Feminine,λογοτεχνικός (Feminine),λογοτεχνική
λογοτεχνικός,Adjective,Neuter,λογοτεχνικός (Neuter),λογοτεχνικό
λοιπός,Adjective,Feminine,λοιπός (Feminine),λοιπή
λοιπός,Adjective,Neuter,λοιπός (Neuter),λοιπό
λοξός,Adjective,Feminine,λοξός (Feminine),λοξή
λοξός,Adjective,Neuter,λοξός (Neuter),λοξό
λουκάνικο,Noun,Plural,λουκάνικο (Plural),λουκάνικα
λουκάνικο,Noun,Genitive Singular,λουκάνικο (Genitive Singular),λουκάνικου
λουλούδι,Noun,Plural,λουλούδι (Plural),λουλούδια
λουλούδι,Noun,Genitive Singular,λουλούδι (Genitive Singular),λουλουδιού
λουτρό,Noun,Plural,λουτρό (Plural),λουτρά
λουτρό,Noun,Genitive Singular,λουτρό (Genitive Singular),λουτρού
λοφίσκος,Noun,Plural,λοφίσκος (Plural),λοφίσκοι
λοφίσκος,Noun,Genitive Singular,λοφίσκος (Genitive Singular),λοφίσκου
λωρίδα,Noun,Plural,λωρίδα (Plural),λωρίδες
λωρίδα,Noun,Genitive Singular,λωρίδα (Genitive Singular),λωρίδας
λόγια,Noun,Plural,λόγια (Plural),λόγια
